1-cysPrx_C	80,189,172
Secapin	168,54,188
Secretin	198,113,69
Secretin_N	198,155,69
Secretin_N_2	73,190,64
Secretogranin_V	169,96,216
Securin	181,83,90
Sedlin_N	185,172,62
Seipin	87,213,142
Sel1	191,70,219
SelA	95,92,203
SelB-wing_1	69,203,148
SelB-wing_2	57,185,192
SelB-wing_3	77,192,121
SelK_SelG	60,116,199
SelP_C	108,153,229
SelP_N	208,89,144
SelR	192,99,202
Sel_put	114,219,96
SeleniumBinding	56,184,168
Selenoprotein_S	54,90,209
Self-incomp_S1	159,208,82
Sema	169,207,78
Semenogelin	101,106,203
Semialdhyde_dh	191,106,221
Semialdhyde_dhC	57,188,185
Sen15	208,224,84
Senescence	193,88,160
Senescence_reg	57,193,165
Sensor	58,158,187
Sensor_TM1	198,138,93
Sep15_SelM	184,188,91
SepA	117,55,186
SepF	49,194,147
SepQ	120,226,107
SepRS_C	192,64,192
SepSecS	195,74,120
SepZ	219,81,96
Septin	73,126,182
Septum_form	113,199,62
SeqA	113,102,221
SeqA_N	125,46,183
SerH	212,213,102
Ser_hydrolase	69,196,81
Serendipity_A	53,58,179
Serglycin	89,189,92
Serinc	213,83,146
Serine_protease	192,229,65
Serine_rich	147,87,195
Serpentine_r_xa	163,62,190
Serpin	215,65,166
Serpulina_VSP	61,152,222
Serum_albumin	109,222,121
Seryl_tRNA_N	220,109,118
SesA	213,105,208
Ses_B	66,107,224
Sex_peptide	220,208,90
SfLAP	86,70,182
Sfi1	50,168,195
Sfi1_C	189,138,80
SfsA	82,76,211
SfsA_N	88,72,217
Sgf11	52,189,50
Sgf11_N	60,186,137
SgrR_N	138,101,216
SgrT	191,116,81
ShK	139,84,220
Sh_2	91,142,201
Shadoo	79,70,213
Shal-type	87,185,135
Sharpin_PH	64,139,195
She2p	218,92,198
She9_MDM33	149,49,198
Shigella_OspC	90,201,185
Shikimate_DH	94,182,59
Shikimate_dh_N	145,207,53
Shisa	118,73,210
ShlB	198,71,84
Shufflon_N	224,214,88
Shugoshin_C	106,220,211
Shugoshin_N	116,70,179
Siah-Interact_N	188,184,48
Sial-lect-inser	118,225,103
Sialidase	213,57,171
SicP-binding	93,180,222
Sid-5	108,62,183
SidC_N	67,77,217
SidE	90,221,107
SieB	202,129,90
Sif	197,174,61
Sigma54_AID	193,115,86
Sigma54_CBD	208,195,99
Sigma54_DBD	186,108,85
Sigma54_activ_2	137,91,217
Sigma54_activat	101,145,216
Sigma70_ECF	87,146,209
Sigma70_ner	220,108,92
Sigma70_r1_1	181,92,88
Sigma70_r1_2	210,210,74
Sigma70_r2	184,59,197
Sigma70_r3	66,187,131
Sigma70_r4	75,207,224
Sigma70_r4_2	222,103,144
Sigma_1_2	56,129,182
Sigma_1s	221,73,191
Sigma_M_inh	119,187,77
Sigma_reg_C	190,78,108
Sigma_reg_N	221,68,134
Silic_transp	59,224,175
Sin3_corepress	194,220,88
Sin3a_C	88,199,207
SinI	202,87,173
Sin_N	62,64,213
Sina	185,149,49
SipA	203,79,104
SipA_VBS	150,57,220
Sipho_Gp157	126,211,99
Sipho_Gp37	186,77,110
Sipho_tail	207,107,66
Sir1	189,73,107
SirA	188,149,87
SirB	52,136,198
Sirohm_synth_C	94,181,49
Sirohm_synth_M	204,86,153
Siva	219,141,65
Ski2_N	60,159,229
Ski_Sno	86,220,93
Skp1	56,69,187
Skp1_POZ	65,212,140
Sld3_N	197,97,110
Sld5	159,225,74
Sld7_C	87,151,194
Sld7_N	50,184,57
Slp	202,92,158
SlpA	95,50,183
Slu7	195,157,50
Slx4	80,199,153
SlyX	135,54,211
SmAKAP	226,224,108
Sm_like	188,116,59
Sm_multidrug_ex	124,109,223
SmaI	202,78,135
Smac_DIABLO	72,128,211
Smg4_UPF3	79,59,221
Smg8_Smg9	81,71,194
Smim3	66,136,225
Smoa_sbd	120,204,85
Smoothelin	61,78,190
SmpA_OmlA	129,65,211
SmpB	93,219,178
Smr	221,195,110
SnAC	75,194,208
SnAPC_2_like	59,187,94
Snapin_Pallidin	191,75,83
Snf7	152,49,195
SnoaL	206,89,111
SnoaL_2	184,69,155
SnoaL_3	182,82,66
SnoaL_4	68,223,209
Snurportin1	180,139,70
SoDot-IcmSS	81,210,91
SoPB_HTH	85,89,223
Soc	214,95,199
Sod_Cu	158,90,208
Sod_Fe_C	193,115,61
Sod_Fe_N	63,202,157
Sod_Ni	90,204,217
Sof1	200,212,83
Solute_trans_a	204,80,192
Somatomedin_B	227,60,95
Somatostatin	137,58,189
SopA	83,157,195
SopA_C	180,105,88
SopD	57,195,161
SopE_GEF	144,94,227
Sorb	221,78,125
Sororin	109,189,59
Sortase	213,184,62
Sortilin-Vps10	190,138,71
Sortilin_C	224,187,105
Sorting_nexin	194,77,88
Sox17_18_mid	91,171,205
SoxD	206,64,214
SoxE	126,54,194
SoxG	66,212,185
SoxY	213,197,86
SoxZ	47,187,58
Sox_N	203,83,176
Soyouz_module	184,69,76
Sp38	82,185,102
Spa1_C	114,208,88
SpaA	74,178,201
Spaetzle	224,102,99
Spatacsin_C	74,62,203
Spb1_C	103,228,167
Spc110_C	210,200,56
Spc24	187,225,110
Spc29	140,98,207
Spc42p	61,71,220
Spc7	61,209,220
Spc7_C2	63,136,215
Spc7_N	103,84,206
SpdB	53,211,201
Spec3	98,91,218
SpecificRecomb	136,225,111
Spectrin	93,214,189
Spectrin_like	50,202,76
Spem1	185,169,90
Speriolin_C	203,82,225
Speriolin_N	200,201,55
Sperm_Ag_HE2	85,180,188
Sperm_act_pep	104,185,51
Spermine_synt_N	97,197,183
Spermine_synth	221,99,146
Spexin	73,149,189
Spheroidin	58,218,219
Spherulin4	150,84,218
Spidroin_MaSp	228,217,84
Spidroin_N	128,207,92
Spike_NTD	176,61,188
Spike_rec_bind	60,208,80
Spike_torovirin	205,159,63
Spin-Ssty	65,88,218
Spindle_Spc25	115,54,197
Spiralin	137,95,197
SplA	117,70,205
SpmSyn_N	71,196,211
Spo0A_C	51,131,191
Spo0M	83,70,187
Spo12	184,96,63
Spo7	184,196,58
Spo7_2_N	49,117,184
SpoIIAA-like	69,120,214
SpoIID	207,183,91
SpoIIE	85,195,217
SpoIIIAC	102,149,214
SpoIIIAH	106,214,183
SpoIIID	123,197,74
SpoIIM	96,132,207
SpoIIP	228,201,82
SpoIISA_toxin	138,95,205
SpoIISB_antitox	66,207,224
SpoOE-like	200,195,75
SpoU_methylas_C	214,86,86
SpoU_methylase	84,205,178
SpoU_sub_bind	99,204,143
SpoV	209,174,101
SpoVAB	142,220,108
SpoVAC_SpoVAEB	72,146,211
SpoVAD	216,94,126
SpoVAE	193,51,51
SpoVG	114,62,191
SpoVIF	201,167,90
SpoVR	102,168,210
SpoVS	78,206,182
SpoVT_C	115,186,84
Spond_N	163,223,66
SporV_AA	76,227,110
Spore-coat_CotD	97,220,79
Spore-coat_CotZ	95,121,215
Spore_Cse60	81,83,190
Spore_GerAC	213,84,131
Spore_GerQ	188,57,120
Spore_III_AB	204,82,67
Spore_III_AE	112,229,139
Spore_III_AF	226,160,71
Spore_II_R	202,76,67
Spore_IV_A	208,69,128
Spore_SspJ	198,167,62
Spore_YabQ	93,206,123
Spore_YhaL	110,204,52
Spore_YhcN_YlaJ	101,220,193
Spore_YpjB	197,83,185
Spore_YtfJ	89,76,220
Spore_YtrH	202,55,141
Spore_YunB	188,170,58
Spore_coat_CotO	215,109,107
Spore_permease	60,207,209
Sporozoite_P67	107,211,216
Spot_14	111,223,227
Spp-24	75,216,126
SprA-related	198,100,75
SprA_N	57,202,218
SprB	66,147,187
SprT-like	213,103,155
Sprouty	205,164,87
Spt20	189,216,68
Spt4	210,70,130
Spt46	195,161,71
Spt5-NGN	186,59,228
Spt5_N	224,221,69
SpuA_C	78,187,160
Spuma_A9PTase	70,198,142
SpvB	75,201,103
SpvD	226,102,115
Spy1	225,98,173
Squash	227,69,187
Sre	198,72,172
SrfB	152,217,81
Srg	181,62,107
SseB	221,181,60
SseB_C	63,169,222
SseC	184,61,153
SsgA	93,188,210
Ssl1	226,119,100
SspB	216,95,101
SspH	208,96,201
SspK	180,76,135
SspN	215,135,68
SspO	172,197,51
SspP	190,65,167
Ssu72	51,79,182
Stanniocalcin	218,106,193
Stap_Strp_tox_C	172,186,83
Stap_Strp_toxin	101,197,65
Staph_haemo	229,81,149
Staph_opine_DH	112,192,75
Staphopain_pro	199,192,55
Staphostatin_A	52,95,206
Staphostatin_B	57,78,189
Staphylcoagulse	170,197,66
Staphylokinase	93,201,122
Statherin	96,146,209
Stathmin	222,96,133
Staufen_C	206,143,91
Staygreen	167,83,182
Stb3	76,69,188
StbA	59,226,99
Stc1	157,66,196
Ste5	198,75,94
Ste5_C	198,56,204
Stealth_CR1	125,69,194
Stealth_CR2	187,196,49
Stealth_CR3	86,134,207
Stealth_CR4	206,228,60
Sterile	157,58,225
Steroid_dh	76,189,139
Sterol-sensing	126,60,182
Sterol_MT_C	65,219,176
Stevor	214,176,75
Stig1	76,197,133
Stimulus_sens_1	206,106,217
Stirrup	103,188,48
Stk19	125,76,186
Stm1_N	71,186,55
Stn1	60,196,101
Stn1_C	228,103,95
Stomagen	194,94,143
Stomoxyn	201,62,210
Stonin2_N	214,90,181
Stork_head	186,87,83
Str_synth	96,226,106
Strabismus	100,80,213
Strep_SA_rep	102,203,88
Strep_his_triad	165,89,216
Strep_pep	79,225,176
Streptin-Immun	202,134,81
Stress-antifung	135,75,189
Striatin	165,215,66
Strumpellin	129,96,216
Styelin	70,119,199
Sua5_yciO_yrdC	183,139,65
Subtilosin_A	190,123,83
Suc_Fer-like	70,187,139
Succ_CoA_lig	199,179,90
Succ_DH_flav_C	140,80,199
Sucrose_synth	81,164,199
Suf	206,81,201
SufE	61,185,146
Sugar-bind	198,52,101
Sugar_tr	48,186,105
Sugar_transport	201,109,77
Sugarporin_N	195,81,113
SulA	184,85,46
Sulf_coat_C	170,62,179
Sulf_transp	224,116,75
Sulfakinin	104,86,223
Sulfatase	61,103,198
Sulfatase_C	75,57,193
Sulfate_transp	189,61,212
Sulfolobus_pRN	152,201,80
Sulfotransfer_1	66,135,208
Sulfotransfer_2	192,80,119
Sulfotransfer_3	59,182,84
Sulfotransfer_4	116,87,213
Sulphotransf	104,211,170
Sun2_CC2	112,221,88
Suppressor_APC	99,181,55
Suppressor_P21	118,66,196
SurA_N	76,198,208
SurA_N_2	110,68,227
SurA_N_3	84,156,193
SurE	203,62,87
Surfac_D-trimer	77,173,220
Surface_Ag_2	108,53,194
Surface_antigen	225,181,112
Surp	92,204,100
SusD-like	75,179,114
SusD-like_2	190,92,175
SusD-like_3	208,190,54
SusD_RagB	190,51,117
SusE	106,83,201
SusF_SusE	103,88,222
Sushi	182,137,84
Sushi_2	209,160,95
Suv3_C_1	163,103,223
Suv3_N	206,65,187
Svf1	65,185,169
Svf1_C	181,99,65
Svs_4_5_6	92,217,158
Swi3	206,92,108
Swi5	213,54,180
Swi6_N	220,62,209
Swm2	102,212,155
SwrA	175,107,219
Sybindin	191,59,151
Syd	142,204,77
Syja_N	178,144,84
SymE_toxin	217,87,172
Symplekin_C	191,49,187
Synaphin	86,192,209
Synapsin	84,118,184
Synapsin_C	132,207,79
Synapsin_N	163,100,204
Synaptobrevin	60,194,115
Synaptonemal_3	53,172,178
Syncollin	218,216,69
Syndecan	180,211,60
Syntaphilin	79,148,185
Syntaxin	81,218,159
Syntaxin-18_N	215,143,102
Syntaxin-5_N	212,125,61
Syntaxin-6_N	198,56,59
Syntaxin_2	81,197,123
Synthase_beta	221,120,76
Synuclein	210,224,88
SyrA	170,86,188
T-box	117,183,84
T-box_assoc	132,86,197
T2SS-T3SS_pil_N	188,93,98
T2SSB	168,50,194
T2SSC	194,128,73
T2SSE	201,94,126
T2SSE_N	212,65,72
T2SSF	124,208,56
T2SSG	101,212,193
T2SSI	81,159,217
T2SSJ	127,86,184
T2SSK	88,104,222
T2SSL	119,194,97
T2SSM	209,206,80
T2SSM_b	193,90,202
T2SSN	195,63,219
T2SSS_2	142,82,182
T2SS_PulS_OutS	229,159,96
T2SSppdC	164,204,85
T3RM_EcoP15I_C	107,185,83
T3SS_ATPase_C	74,170,202
T3SS_ExsE	68,183,202
T3SS_HrpK1	91,183,125
T3SS_LEE_assoc	188,152,57
T3SS_NleG	188,142,65
T3SS_TC	204,140,68
T3SS_basalb_I	114,187,78
T3SS_needle_E	90,73,211
T3SS_needle_F	161,215,106
T3SS_needle_reg	121,77,183
T3SSipB	98,220,109
T3SchapCesA	207,174,96
T4-Gluco-transf	206,95,125
T4-gp15_tss	60,221,223
T4BSS_DotH_IcmK	68,205,132
T4BSS_DotI_IcmL	93,212,120
T4SS	64,224,61
T4SS-DNA_transf	216,218,86
T4SS_CagC	151,192,73
T4SS_TraI	49,132,180
T4_Gp59_C	112,227,212
T4_Gp59_N	92,69,198
T4_Rnl2_C	145,180,55
T4_baseplate	185,59,64
T4_deiodinase	215,170,56
T4_gp9_10	51,112,186
T4_neck-protein	172,229,109
T4_tail_cap	227,99,185
T4bSS_IcmS	61,204,183
T5orf172	213,86,132
T6PP_N	71,90,183
T6SS-SciN	223,102,172
T6SS_HCP	228,113,111
T6SS_TssF	90,91,186
T6SS_TssG	102,164,219
T6SS_VasE	103,111,214
T6SS_VasJ	216,153,66
T6SS_Vgr	181,121,61
T6SS_VipA	188,89,113
T6_Ig_like	206,88,127
T7SS_ESX1_EccB	68,185,144
T7SS_ESX_EspC	64,186,152
TA0956	224,95,56
TAA-Trp-ring	62,191,210
TACC_C	192,195,97
TACI-CRD2	68,103,181
TAD2	82,55,212
TAF	91,154,214
TAF1D	100,153,204
TAF1_subA	109,153,222
TAF4	183,92,202
TAF6_C	93,103,213
TAF8_C	144,89,227
TAFA	207,195,92
TAFH	105,203,78
TAFII28	207,57,119
TAFII55_N	51,195,150
TALPID3	169,53,193
TAL_FSA	208,111,74
TAL_effector	198,73,161
TAN	182,139,68
TANGO2	63,140,181
TAP35_44	157,75,222
TAP42	96,79,192
TAP_C	61,201,202
TAS2R	84,221,58
TATR	195,76,100
TAT_signal	85,137,217
TAT_ubiq	186,89,127
TAXi_C	94,192,82
TAXi_N	56,219,176
TA_inhibitor	142,189,86
TAtT	48,68,187
TB	96,227,101
TB2_DP1_HVA22	175,52,210
TBCA	209,66,150
TBCC	64,105,216
TBCC_N	109,220,183
TBD	57,59,181
TBK1_CCD1	226,139,111
TBK1_ULD	193,84,205
TBP	202,150,60
TBP-binding	209,171,73
TBPIP	61,217,79
TBPIP_N	62,187,107
TBSV_P22	223,71,66
TBX	220,72,157
TC1	183,117,74
TCL1_MTCP1	195,94,158
TCO89	227,145,88
TCP	93,193,206
TCR	63,187,147
TCRP1	207,128,60
TCR_zetazeta	50,168,187
TCTP	110,229,161
TDA11	140,74,198
TDH	68,185,85
TDP43_N	219,150,94
TDRP	222,84,67
TEA	105,113,221
TEBP_beta	223,170,85
TED	180,46,85
TED_complement	212,87,98
TENA_THI-4	95,149,219
TEP1_N	58,192,140
TERB2	63,181,50
TERF2_RBM	181,182,68
TERT_thumb	214,98,195
TES	193,184,66
TEX12	117,85,206
TEX13	85,144,197
TEX15	180,52,161
TEX19	179,53,153
TEX29	54,192,58
TEX33	145,220,95
TFA2_Winged_2	229,88,149
TFB6	184,54,155
TFCD_C	132,203,85
TFIIA	144,211,68
TFIIA_gamma_C	100,218,147
TFIIA_gamma_N	68,92,191
TFIIB	91,195,172
TFIIB_C_1	179,174,66
TFIID-18kDa	107,138,218
TFIID-31kDa	186,54,109
TFIID_20kDa	227,92,119
TFIID_30kDa	93,222,59
TFIID_NTD2	161,86,205
TFIIE-A_C	117,193,60
TFIIE_alpha	111,211,229
TFIIE_beta	223,120,109
TFIIF_alpha	211,181,93
TFIIF_beta	205,214,76
TFIIF_beta_N	67,87,225
TFIIIC_delta	72,224,92
TFIIIC_sub6	196,86,75
TFIIS_C	63,198,168
TFIIS_M	223,62,66
TFR_dimer	105,93,202
TFX_C	86,182,117
TF_AP-2	83,136,216
TF_Otx	133,68,180
TF_Zn_Ribbon	124,94,200
TGBp3	193,77,198
TGF_beta	67,183,187
TGF_beta_GS	60,178,143
TGFb_propeptide	186,79,183
TGS	201,81,163
TGT	61,158,187
TGT_C1	177,53,179
TGT_C2	221,160,94
TGase_elicitor	114,72,207
TH1	65,186,156
THAP	207,82,171
THB	81,168,216
THDPS_M	77,183,201
THDPS_N	227,106,177
THDPS_N_2	88,189,145
THEG	94,219,119
THEG4	58,217,129
THF_DHG_CYH	208,67,229
THF_DHG_CYH_C	147,183,86
THOC2_N	206,192,91
THOC7	61,146,222
THP2	153,207,73
THRAP3_BCLAF1	82,180,79
THUMP	52,209,163
TIC20	187,69,76
TIG	194,198,96
TIGR04532	56,129,81
TIG_2	207,94,130
TIG_plexin	71,212,181
TIL	113,67,193
TILa	105,62,229
TIM	57,136,212
TIM21	174,80,181
TIMELESS	89,128,189
TIMELESS_C	177,103,215
TIMP	204,91,166
TINF2_N	77,187,140
TIP120	146,73,206
TIP39	54,179,131
TIP41	55,122,197
TIP49	196,94,143
TIP49_C	161,85,223
TIP_N	227,109,122
TIR	68,109,208
TIR-like	217,140,108
TIR_2	87,220,58
TIR_3	66,170,192
TK	194,136,54
TLC	85,158,224
TLD	201,63,183
TLE_N	209,152,91
TLP-20	180,149,52
TLP1_add_C	204,101,168
TLV_coat	121,81,198
TM140	150,55,190
TM1506	172,91,194
TM1586_NiRdase	93,193,86
TM2	139,206,91
TM231	180,203,100
TMA7	209,96,222
TMC	161,60,210
TMCCDC2	76,130,188
TMCO5	169,73,220
TMEM100	185,191,80
TMEM101	83,125,192
TMEM107	177,200,85
TMEM108	191,205,84
TMEM117	180,125,88
TMEM119	76,184,79
TMEM125	55,216,139
TMEM126	179,54,134
TMEM131_like	207,92,130
TMEM132	208,64,108
TMEM132D_C	89,159,198
TMEM132D_N	77,201,97
TMEM135_C_rich	96,211,191
TMEM138	178,107,219
TMEM141	69,150,183
TMEM144	221,118,90
TMEM151	63,221,145
TMEM154	103,103,220
TMEM156	204,128,80
TMEM164	59,194,52
TMEM169	95,67,197
TMEM171	200,72,149
TMEM173	178,79,55
TMEM174	81,224,122
TMEM18	62,196,96
TMEM187	61,185,151
TMEM189_B_dmain	130,89,208
TMEM190	97,70,220
TMEM191C	54,202,62
TMEM192	210,89,88
TMEM206	160,54,211
TMEM208_SND2	72,193,205
TMEM210	62,90,187
TMEM213	101,180,221
TMEM214	178,115,64
TMEM215	182,90,183
TMEM219	63,219,175
TMEM220	124,228,107
TMEM223	101,72,193
TMEM232	179,90,190
TMEM234	88,171,219
TMEM237	103,227,97
TMEM238	211,96,162
TMEM239	50,191,180
TMEM240	80,196,100
TMEM247	218,213,86
TMEM251	164,205,81
TMEM252	86,130,208
TMEM37	86,180,172
TMEM40	221,161,65
TMEM43	193,64,226
TMEM51	226,88,129
TMEM52	163,219,84
TMEM61	165,65,184
TMEM65	199,70,166
TMEM70	59,175,199
TMEM71	145,60,218
TMEM72	80,111,207
TMEM82	211,93,75
TMEM89	195,181,63
TMEM95	215,74,100
TMEMspv1-c74-12	71,164,212
TMF_DNA_bd	144,212,76
TMF_TATA_bd	64,58,180
TMIE	218,67,206
TMP	136,101,203
TMP-TENI	222,200,71
TMPIT	194,62,163
TMP_2	184,52,161
TMV_coat	105,158,215
TM_PBP2_N	76,184,164
TM_helix	63,196,109
TNF	183,58,103
TNFR_16_TM	51,115,197
TNFR_c6	130,214,74
TNRC6-PABC_bdg	126,79,206
TNT	81,154,187
TNV_CP	167,66,211
TOBE	186,167,91
TOBE_2	70,123,193
TOBE_3	67,216,183
TOC159_MAD	221,109,188
TOH_N	97,228,74
TOM13	82,138,191
TOM20_plant	220,167,82
TOM6p	198,54,138
TOPRIM_C	181,51,59
TORC_C	105,90,216
TORC_M	52,88,207
TORC_N	128,196,95
TP1	98,95,204
TP2	136,183,68
TP53IP5	203,71,95
TP6A_N	203,173,59
TPALS	214,90,136
TPD	84,178,191
TPD52	59,194,51
TPH	224,74,184
TPIP1	84,204,88
TPKR_C2	77,215,181
TPK_B1_binding	186,73,211
TPK_catalytic	80,95,179
TPMT	104,198,210
TPM_phosphatase	84,126,184
TPP1	222,66,79
TPPII	150,228,92
TPPII_N	189,66,106
TPPK_C	222,188,100
TPP_enzyme_C	156,179,45
TPP_enzyme_M	149,194,69
TPP_enzyme_M_2	60,158,198
TPP_enzyme_N	55,81,185
TPR_1	183,169,84
TPR_10	211,98,167
TPR_11	217,54,148
TPR_12	147,215,101
TPR_14	56,63,190
TPR_15	201,220,63
TPR_16	154,205,86
TPR_17	198,74,196
TPR_18	46,183,156
TPR_19	182,60,145
TPR_2	67,152,188
TPR_20	180,226,105
TPR_21	104,182,63
TPR_22	205,92,187
TPR_3	202,227,95
TPR_4	194,104,82
TPR_5	93,115,191
TPR_6	228,102,62
TPR_7	197,220,70
TPR_8	182,172,47
TPR_9	128,97,219
TPR_MLP1_2	98,189,56
TPR_MalT	217,77,95
TPT	181,77,184
TPX2	104,214,201
TPX2_importin	218,115,98
TP_methylase	124,218,92
TQ	78,200,192
TRA-1_regulated	192,120,64
TRADD_N	98,139,219
TRAF6_Z2	123,98,201
TRAF_BIRC3_bd	81,201,87
TRAM	57,121,198
TRAM1	196,80,119
TRAM_2	153,208,89
TRAM_LAG1_CLN8	190,73,90
TRAP-delta	85,208,52
TRAP-gamma	95,222,134
TRAPP	86,184,170
TRAPPC-Trs85	56,81,207
TRAPPC10	52,187,171
TRAPPC9-Trs120	76,189,206
TRAP_alpha	218,169,58
TRAP_beta	180,109,54
TRAUB	159,225,71
TRC8_N	201,94,166
TRCF	60,201,111
TRF	161,93,206
TRH	219,176,72
TRI12	125,190,81
TRI5	66,189,108
TRI9	143,217,73
TRIC	90,219,130
TRIF-NTD	185,222,104
TRIQK	219,154,88
TRL	135,205,67
TRM	85,90,201
TRM13	198,85,115
TROVE	212,103,131
TRP	213,190,97
TRPM_tetra	84,100,191
TRP_2	213,85,145
TRP_N	68,221,109
TRSP	164,76,226
TSA	89,228,80
TSC21	195,197,63
TSC22	146,197,57
TSCPD	229,98,115
TSGA13	221,103,169
TSGP1	62,183,53
TSKS	191,92,94
TSLP	70,187,55
TSNAXIP1_N	102,218,210
TSNR_N	81,164,187
TSP9	75,180,72
TSP_1	171,203,56
TSP_3	200,63,128
TSP_C	56,76,199
TSP_NTD	73,227,163
TSR	141,179,56
TSSC4	184,95,90
TT1725	179,108,219
TTC5_OB	93,161,196
TTD	62,193,63
TTKRSYEDQ	204,95,147
TTL	209,134,63
TTR-52	90,134,215
TTRAP	51,197,114
TTSSLRR	95,138,200
TT_ORF1	70,193,182
TT_ORF2	228,101,204
TT_ORF2a	205,194,70
TTc_toxin_rep	97,70,198
TUDOR	225,204,93
TUDOR_5	201,102,64
TUG-UBL1	88,219,114
TUSC2	57,190,192
TUTF7_u4	197,103,82
TYA	65,222,186
TYW3	204,78,184
T_Ag_DNA_bind	129,221,107
T_cell_tran_alt	92,209,120
T_hemolysin	189,88,187
Ta0938	208,159,96
Tab2_like	88,140,196
Tachykinin	199,85,56
Tachylectin	193,74,60
Tachystatin_A	185,149,72
Tachystatin_B	49,153,189
TackOD1	112,227,123
Tad	138,184,76
TadE	180,161,68
TadF	196,62,139
TadZ_N	146,57,180
Tad_C	138,54,201
Tae4	222,62,194
Taeniidae_ag	57,203,125
Tafi-CsgC	59,193,102
TagA	226,76,212
TagF_N	207,198,91
Tagatose_6_P_K	209,161,102
Tai4	82,128,181
Tail_P2_I	216,86,54
Tail_VII	105,183,57
Tail_spike_N	66,107,180
Tail_tube	218,116,64
Takusan	188,84,110
Talin_middle	89,135,214
Tam41_Mmp37	45,178,74
TamB	66,216,187
Tankyrase_bdg_C	212,158,96
Tannase	139,54,192
Tantalus	82,217,120
Tap-RNA_bind	97,67,182
Tape_meas_lam_C	113,198,94
Taq-exonuc	136,62,190
TaqI_C	57,152,187
TarH	90,122,200
TarS_C1	197,176,77
Tash_PEST	89,142,180
Tat	216,143,99
TatC	84,193,209
TatD_DNase	91,81,210
Tau95	70,218,164
Tau95_N	204,128,70
TauD	180,79,217
TauE	105,203,95
Tautomerase	223,210,102
Tautomerase_2	212,61,104
Tautomerase_3	208,223,107
Tax	54,108,217
Taxilin	88,205,149
TbpB_A	198,126,61
TbpB_B_D	216,74,153
TbpB_C	77,202,120
TcA_RBD	64,173,179
TcA_TcB_BD	85,117,206
TcdA_TcdB	191,76,138
TcdA_TcdB_pore	171,53,179
TcdB_N	216,88,161
TcdB_toxin_midC	206,69,122
TcdB_toxin_midN	214,74,217
Tcell_CD4_C	189,98,198
Tcf25	163,100,213
TcfC	185,48,129
Tcp10_C	101,184,61
Tcp11	107,189,227
TcpA	208,138,87
TcpE	97,196,137
TcpF	152,72,178
TcpQ	178,217,67
TcpS	179,72,144
TctA	202,54,202
TctB	52,188,110
TctC	74,93,188
Tctex-1	196,71,222
Tecti-min-caps	183,135,87
Tegument_dsDNA	126,82,225
TehB	193,93,204
Tektin	78,190,149
TelA	134,95,229
Telethonin	64,186,162
Telomerase_RBD	205,60,157
Telomere_Sde2_2	98,219,201
Telomere_reg-2	56,181,170
Telomere_res	205,90,115
Ten1	202,151,58
Ten1_2	82,215,167
Ten_N	108,130,223
Tenui_N	102,186,210
Tenui_NCP	184,155,68
Tenui_NS3	203,76,210
Tenui_NS4	200,88,86
Tenui_PVC2	88,211,186
Ter	62,123,186
TerB	81,192,110
TerB_C	50,190,71
TerB_N	92,210,204
TerC	221,113,97
TerD	84,103,187
TerY_C	184,74,169
Terminase_1	77,204,163
Terminase_2	208,131,66
Terminase_3	98,112,227
Terminase_3C	94,179,72
Terminase_4	55,77,189
Terminase_5	199,200,96
Terminase_6	147,208,99
Terminase_6C	95,217,89
Terminase_GpA	64,212,71
Terpene_synth	74,159,219
Terpene_synth_C	219,91,215
TetM_leader	66,208,177
TetR	207,93,190
TetR_C	151,203,75
TetR_C_1	180,51,166
TetR_C_10	203,110,222
TetR_C_11	219,77,198
TetR_C_12	72,229,83
TetR_C_13	70,93,207
TetR_C_14	72,203,103
TetR_C_15	64,213,140
TetR_C_16	226,224,104
TetR_C_17	77,208,149
TetR_C_18	63,197,81
TetR_C_19	99,203,106
TetR_C_2	181,48,130
TetR_C_20	212,89,62
TetR_C_21	119,75,201
TetR_C_22	208,145,82
TetR_C_23	48,104,183
TetR_C_24	95,219,184
TetR_C_25	70,205,117
TetR_C_26	193,103,55
TetR_C_27	101,206,57
TetR_C_28	65,147,199
TetR_C_29	75,221,222
TetR_C_3	144,57,209
TetR_C_30	209,170,58
TetR_C_31	90,66,192
TetR_C_32	198,175,52
TetR_C_33	75,175,182
TetR_C_34	75,207,128
TetR_C_35	202,130,85
TetR_C_36	98,186,203
TetR_C_37	64,207,91
TetR_C_4	203,86,142
TetR_C_5	62,158,196
TetR_C_6	99,210,174
TetR_C_7	198,67,196
TetR_C_8	192,229,97
TetR_C_9	193,113,61
TetR_N	73,212,190
Tet_JBP	69,197,132
Tet_res_leader	211,94,96
Tetrabrachion	91,209,153
Tetradecapep	61,64,196
Tetraspanin	82,199,61
Tex_N	171,186,83
Tex_YqgF	155,181,69
Tfb2	114,91,204
Tfb2_C	216,70,185
Tfb4	162,222,109
Tfb5	69,189,103
TfoX_C	112,212,84
TfoX_N	80,46,184
TfuA	196,226,76
TgMIC1	187,65,58
Tgi2PP	112,120,228
ThaI	207,123,81
Thaumatin	80,223,134
Thermopsin	150,221,92
Thg1	89,106,182
Thg1C	211,75,213
Thi4	211,66,150
ThiC-associated	188,145,47
ThiC_Rad_SAM	195,97,107
ThiD2	212,124,64
ThiF	82,50,180
ThiG	215,60,203
ThiI	70,219,228
ThiJ_like	199,57,87
