1-cysPrx_C	159,78,55	#9f4e37
Rep_OBD	242,175,114	#f2af72
Rep_Org_C	160,77,54	#a04d36
Rep_fac-A_3	112,28,136	#701c88
Rep_fac-A_C	113,63,128	#713f80
Rep_fac_C	178,59,151	#b23b97
Rep_trans	128,193,68	#80c144
Replic_Relax	147,154,42	#939a2a
Replicase	124,61,115	#7c3d73
Replitron_C	224,104,70	#e06846
Replitron_HUH	219,137,62	#db893e
Repressor_Mnt	124,158,209	#7c9ed1
Reprolysin	77,131,125	#4d837d
Reprolysin_2	110,174,167	#6eaea7
Reprolysin_3	62,125,118	#3e7d76
Reprolysin_4	85,190,179	#55beb3
Reprolysin_5	75,118,113	#4b7671
Requiem_N	143,75,178	#8f4bb2
Rer1	219,135,112	#db8770
ResB	217,138,116	#d98a74
ResIII	61,133,152	#3d8598
ResT-TelK_cat	168,72,124	#a8487c
Resistin	83,76,184	#534cb8
Resolvase	208,94,63	#d05e3f
Response_reg	187,206,54	#bbce36
Response_reg_2	136,145,72	#889148
RestrictionMunI	107,205,109	#6bcd6d
RestrictionSfiI	115,196,116	#73c474
Ret2_MD	73,63,135	#493f87
Reticulon	81,142,83	#518e53
Retinal	202,92,61	#ca5c3d
Retinin_C	159,81,59	#9f513b
Retro_M	27,79,114	#1b4f72
Retrotran_gag_2	214,212,72	#d6d448
Retrotran_gag_3	155,154,46	#9b9a2e
Retrotran_gag_4	194,193,87	#c2c157
Retrotrans_gag	142,141,36	#8e8d24
RexA	155,103,89	#9b6759
RexB	197,97,69	#c56145
Rft-1	142,58,135	#8e3a87
Rgg_C	118,169,93	#76a95d
Rgp1	108,55,164	#6c37a4
RgpF	143,72,53	#8f4835
Rh5	158,73,50	#9e4932
RhaA	228,168,97	#e4a861
RhaB_D2	53,90,118	#355a76
RhaT	168,86,34	#a85622
Rhabdo_M1	205,135,115	#cd8773
Rhabdo_M2	157,95,77	#9d5f4d
Rhabdo_NV	202,92,61	#ca5c3d
Rhabdo_glycop	106,131,225	#6a83e1
Rhabdo_glycop_CD	141,86,71	#8d5647
Rhabdo_glycop_FD	137,69,51	#894533
Rhabdo_matrix	212,109,81	#d46d51
Rhabdo_ncap	174,69,157	#ae459d
Rhabdo_ncap_2	224,141,118	#e08d76
Rhamno_transf	173,58,145	#ad3a91
Rhamnogal_lyase	70,174,154	#46ae9a
RhgB_N	101,190,173	#65bead
RhiE-like_linker	94,139,129	#5e8b81
RhiE_B	106,60,136	#6a3c88
RhlB	137,64,44	#89402c
RhoGAP	217,113,146	#d97192
RhoGAP-FF1	125,47,157	#7d2f9d
RhoGAP_pG1_pG2	35,123,147	#237b93
RhoGEF	180,87,99	#b45763
RhoGEF67_u1	150,67,44	#96432c
RhoGEF67_u2	139,92,79	#8b5c4f
Rho_Binding	165,103,86	#a56756
Rho_GDI	101,74,128	#654a80
Rho_N	123,128,58	#7b803a
Rho_RNA_bind	154,41,187	#9a29bb
Rhodanese	217,89,67	#d95943
Rhodanese_C	150,98,83	#966253
RhodobacterPufX	204,97,67	#cc6143
Rhodopsin_N	150,91,75	#965b4b
Rhomboid	131,147,48	#839330
Rhomboid_2	171,189,69	#abbd45
Rhomboid_N	106,145,71	#6a9147
Rhomboid_SP	198,66,50	#c64232
RhopH3_C	161,97,80	#a16150
Rhv	143,161,63	#8fa13f
Rhv_5	168,195,40	#a8c328
Rib	123,73,173	#7b49ad
RibD_C	247,56,54	#f73836
RibLong	135,98,171	#8762ab
Rib_5-P_isom_A	126,72,82	#7e4852
Rib_hydrolayse	148,211,38	#94d326
Rib_mS39_PPR	126,210,85	#7ed255
Rib_recp_KP_reg	160,106,91	#a06a5b
Ribo_biogen_C	74,147,156	#4a939c
Ribonuc_2-5A	166,82,58	#a6523a
Ribonuc_L-PSP	117,174,208	#75aed0
Ribonuc_P_40	211,140,120	#d38c78
Ribonuc_red_2_N	152,101,87	#986557
Ribonuc_red_lgC	201,71,165	#c947a5
Ribonuc_red_lgN	216,130,106	#d8826a
Ribonuc_red_sm	136,168,87	#88a857
Ribonucleas_3_2	149,128,236	#9580ec
Ribonucleas_3_3	151,129,240	#9781f0
Ribonuclease	146,73,53	#924935
Ribonuclease_3	110,95,170	#6e5faa
Ribonuclease_P	81,125,210	#517dd2
Ribonuclease_T2	223,111,80	#df6f50
Ribophorin_I	155,78,56	#9b4e38
Ribophorin_II	151,152,36	#979824
Ribophorin_II_2nd	226,108,76	#e26c4c
Ribophorin_II_3rd	199,132,113	#c78471
Ribos_L4_asso_C	218,141,120	#da8d78
Ribosom_S12_S23	132,75,149	#844b95
Ribosom_S30AE_C	224,106,73	#e06a49
Ribosomal_60s	207,135,115	#cf8773
Ribosomal_L1	151,91,75	#975b4b
Ribosomal_L10	149,70,49	#954631
Ribosomal_L11	142,88,73	#8e5849
Ribosomal_L11_N	205,96,66	#cd6042
Ribosomal_L12	210,138,118	#d28a76
Ribosomal_L12_N	209,98,68	#d16244
Ribosomal_L13	155,72,49	#9b4831
Ribosomal_L13e	144,92,77	#905c4d
Ribosomal_L14	150,68,45	#96442d
Ribosomal_L14e	64,156,64	#409c40
Ribosomal_L15e	125,59,63	#7d3b3f
Ribosomal_L16	109,63,123	#6d3f7b
Ribosomal_L17	206,127,105	#ce7f69
Ribosomal_L18	156,130,225	#9c82e1
Ribosomal_L18A	209,106,78	#d16a4e
Ribosomal_L18_c	197,93,65	#c55d41
Ribosomal_L18p	178,175,89	#b2af59
Ribosomal_L19	44,159,44	#2c9f2c
Ribosomal_L19e	223,106,73	#df6a49
Ribosomal_L2	174,86,200	#ae56c8
Ribosomal_L20	216,110,80	#d86e50
Ribosomal_L21e	67,249,67	#43f943
Ribosomal_L21p	159,99,82	#9f6352
Ribosomal_L22	147,95,80	#935f50
Ribosomal_L22e	218,138,116	#da8a74
Ribosomal_L23	137,66,47	#89422f
Ribosomal_L23eN	196,99,72	#c46348
Ribosomal_L24e	51,66,154	#33429a
Ribosomal_L25p	236,111,97	#ec6f61
Ribosomal_L26	117,237,117	#75ed75
Ribosomal_L27	148,68,46	#94442e
Ribosomal_L27A	89,62,160	#593ea0
Ribosomal_L27_C	206,94,63	#ce5e3f
Ribosomal_L27e	46,163,46	#2ea32e
Ribosomal_L28	206,104,76	#ce684c
Ribosomal_L28e	163,76,51	#a34c33
Ribosomal_L29	227,174,100	#e3ae64
Ribosomal_L29e	155,95,79	#9b5f4f
Ribosomal_L2_C	54,221,54	#36dd36
Ribosomal_L3	128,167,71	#80a747
Ribosomal_L30	224,112,82	#e07052
Ribosomal_L30_N	221,143,121	#dd8f79
Ribosomal_L31	52,121,84	#347954
Ribosomal_L31e	139,62,41	#8b3e29
Ribosomal_L32e	154,92,75	#9a5c4b
Ribosomal_L32p	174,148,49	#ae9431
Ribosomal_L33	178,151,46	#b2972e
Ribosomal_L34	140,71,52	#8c4734
Ribosomal_L34e	155,72,49	#9b4831
Ribosomal_L35Ae	78,53,199	#4e35c7
Ribosomal_L35p	166,80,56	#a65038
Ribosomal_L36	197,117,96	#c57560
Ribosomal_L36e	160,106,91	#a06a5b
Ribosomal_L37	200,103,76	#c8674c
Ribosomal_L37ae	166,147,73	#a69349
Ribosomal_L37e	176,150,51	#b09633
Ribosomal_L38e	203,96,67	#cb6043
Ribosomal_L39	136,65,45	#88412d
Ribosomal_L4	161,72,47	#a1482f
Ribosomal_L40e	165,146,73	#a59249
Ribosomal_L41	149,72,76	#95484c
Ribosomal_L44	170,151,77	#aa974d
Ribosomal_L5	124,51,55	#7c3337
Ribosomal_L50	124,96,159	#7c609f
Ribosomal_L5_C	197,97,70	#c56146
Ribosomal_L5e	120,118,50	#787632
Ribosomal_L6	141,68,48	#8d4430
Ribosomal_L6e	162,101,84	#a26554
Ribosomal_L6e_N	157,97,80	#9d6150
Ribosomal_L7Ae	150,85,100	#965564
Ribosomal_L9_C	199,128,108	#c7806c
Ribosomal_L9_N	208,137,118	#d08976
Ribosomal_S10	225,108,75	#e16c4b
Ribosomal_S11	162,160,83	#a2a053
Ribosomal_S12	203,100,71	#cb6447
Ribosomal_S13	104,122,48	#687a30
Ribosomal_S13_N	200,130,110	#c8826e
Ribosomal_S14	72,64,168	#4840a8
Ribosomal_S15	118,53,93	#76355d
Ribosomal_S16	226,114,83	#e27253
Ribosomal_S17	119,63,136	#773f88
Ribosomal_S17_N	160,102,86	#a06656
Ribosomal_S17e	221,140,117	#dd8c75
Ribosomal_S18	152,159,46	#989f2e
Ribosomal_S19	198,119,97	#c67761
Ribosomal_S19e	198,205,99	#c6cd63
Ribosomal_S2	123,120,66	#7b7842
Ribosomal_S20p	138,65,45	#8a412d
Ribosomal_S21	218,111,82	#da6f52
Ribosomal_S21e	213,106,76	#d56a4c
Ribosomal_S22	217,83,196	#d953c4
Ribosomal_S24e	156,100,85	#9c6455
Ribosomal_S25	208,218,61	#d0da3d
Ribosomal_S26e	47,34,204	#2f22cc
Ribosomal_S27	131,113,43	#83712b
Ribosomal_S27e	118,105,54	#766936
Ribosomal_S28e	111,34,134	#6f2286
Ribosomal_S30	206,103,75	#ce674b
Ribosomal_S30AE	37,162,89	#25a259
Ribosomal_S3Ae	139,87,73	#8b5749
Ribosomal_S3_C	209,132,110	#d1846e
Ribosomal_S4	65,142,137	#418e89
Ribosomal_S4Pg	85,182,181	#55b6b5
Ribosomal_S4e	148,46,178	#942eb2
Ribosomal_S5	166,179,83	#a6b353
Ribosomal_S5_C	91,136,223	#5b88df
Ribosomal_S6	208,107,80	#d06b50
Ribosomal_S6e	203,136,117	#cb8875
Ribosomal_S7	141,64,43	#8d402b
Ribosomal_S7e	140,57,61	#8c393d
Ribosomal_S8	148,73,52	#944934
Ribosomal_S8e	140,67,46	#8c432e
Ribosomal_S9	74,99,147	#4a6393
Ribosomal_TL5_C	144,86,71	#905647
Ribosomal_bL9m_C	206,103,75	#ce674b
Ribosomal_uL24m-like	61,225,61	#3de13d
Ribosomal_uS5m_N	217,142,121	#d98e79
Ribul_P_3_epim	219,160,89	#dba059
Ric8	223,141,118	#df8d76
RicinB_lectin_2	132,128,234	#8480ea
Ricin_B_lectin	50,46,162	#322ea2
RickCE_N	88,61,112	#583d70
RickCE_cat	33,138,26	#218a1a
Rick_17kDa_Anti	158,28,86	#9e1c56
Rieske	140,67,57	#8c4339
Rieske_2	204,104,90	#cc685a
Rieske_3	151,76,65	#974c41
Rieske_4	201,134,124	#c9867c
Rif1_N	139,90,77	#8b5a4d
RimK	145,74,130	#914a82
RimM	130,112,219	#8270db
RimP_N	148,68,46	#94442e
Rimk_N	131,82,91	#83525b
RinB	213,106,76	#d56a4c
Ring_hydroxyl_A	32,111,112	#206f70
Ring_hydroxyl_B	73,131,128	#498380
Rio2_N	146,152,53	#929835
Ripply	201,92,62	#c95c3e
RisS_PPD	185,195,48	#b9c330
Rit1_C	138,88,75	#8a584b
RlaP	223,101,221	#df65dd
RlmA_N	138,143,125	#8a8f7d
RlmL_1st	164,85,63	#a4553f
RlmM_FDX	207,97,66	#cf6142
RlmN_N	159,96,200	#9f60c8
RloB	144,74,54	#904a36
RmlD_sub_bind	125,58,71	#7d3a47
RmuC	94,220,96	#5edc60
RnaseA	162,103,86	#a26756
Rnf-Nqr	213,106,77	#d56a4d
RnfC_N	116,98,202	#7462ca
Rng_hyd_C	173,97,83	#ad6153
Rnk_N	163,105,90	#a3695a
RnlA-toxin_DBD	123,49,72	#7b3148
RnlA_toxin	140,85,70	#8c5546
RnlA_toxin_N	215,138,117	#d78a75
RnlB_antitoxin	144,67,46	#90432e
Robl_LC7	77,172,53	#4dac35
Roc	40,191,232	#28bfe8
Rod-binding	221,145,124	#dd917c
RodZ_C	217,98,65	#d96241
Rod_C	137,229,92	#89e55c
Rod_N	138,44,75	#8a2c4b
Rod_cone_degen	151,70,48	#974630
Rogdi_lz	141,66,46	#8d422e
RolB_RolC	99,107,36	#636b24
Rol_Rep_N	121,190,57	#79be39
Romo1	148,57,97	#943961
Root_cap	143,89,74	#8f594a
Rootletin	163,79,56	#a34f38
Rop	156,70,46	#9c462e
Rop-like	151,74,53	#974a35
Roquin_1_2-like_ROQ	204,214,63	#ccd63f
Rossmann-like	123,59,71	#7b3b47
Rossmann-like_BshC	126,72,173	#7e48ad
Rost	155,99,84	#9b6354
Rot1	156,98,82	#9c6252
Rota_Capsid_VP6	157,104,90	#9d685a
Rota_NS26	209,103,73	#d16749
Rota_NS35	203,63,223	#cb3fdf
Rota_NS35_C	45,180,119	#2db477
Rota_NS35_N	142,72,52	#8e4834
Rota_NS53	222,143,121	#de8f79
Rota_NS6	166,74,49	#a64a31
Rota_NSP3	138,68,48	#8a4430
Rota_NSP4	149,76,56	#954c38
Rota_VP2	213,96,64	#d56040
Rota_VP4_MID	196,123,103	#c47b67
Rotamase	145,128,36	#918024
Rotamase_2	144,129,40	#908128
Rotamase_3	141,125,37	#8d7d25
Rotavirus_VP1	159,102,87	#9f6657
Rotavirus_VP3	204,101,72	#cc6548
Rotavirus_VP7	169,79,171	#a94fab
Roughex	156,100,85	#9c6455
RovC_DNA-bd	204,211,96	#ccd360
Rox3	210,131,109	#d2836d
RoxA-like_Cyt-c	75,153,245	#4b99f5
Rpf1_C	143,74,54	#8f4a36
Rpn13_ADRM1_Pru	49,43,137	#312b89
Rpn3_C	223,147,126	#df937e
Rpn9_C	160,103,88	#a06758
RpoY	203,134,115	#cb8673
Rpp20	96,171,146	#60ab92
Rpr2	157,93,76	#9d5d4c
RraA-like	188,173,72	#bcad48
RraB	147,88,72	#935848
Rrf2	207,216,67	#cfd843
Rrn11	128,214,86	#80d656
Rrn6	61,155,227	#3d9be3
Rrn6_HB	219,136,113	#db8871
Rrn6_K-rich	216,100,68	#d86444
Rrn6_beta-prop	150,78,102	#964e66
Rrn7_cyclin_C	115,51,63	#73333f
Rrn7_cyclin_N	108,52,62	#6c343e
RrnaAD	112,45,57	#702d39
Rrp15p	145,87,70	#915746
Rrp40_N	88,76,145	#584c91
Rrp44_CSD1	114,36,137	#722489
Rrp44_S1	111,26,137	#6f1a89
Rsa3	138,84,69	#8a5445
RsaA_NTD	153,71,48	#994730
RsbRD_N	153,71,204	#9947cc
RsbU_N	240,107,148	#f06b94
Rsbr_N	165,103,203	#a567cb
Rsc14	197,123,103	#c57b67
RsdA_SigD_bd	203,105,78	#cb694e
Rsd_AlgQ	205,124,102	#cd7c66
RseA_C	225,104,70	#e16846
RseA_N	33,122,155	#217a9b
RseC_MucC	136,85,71	#885547
RsfS	244,112,242	#f470f2
RsgA_GTPase	97,190,216	#61bed8
RsgA_N	152,46,183	#982eb7
RsgI_M	212,135,113	#d48771
RsgI_N	122,66,138	#7a428a
RsiG	214,142,121	#d68e79
RskA	216,195,90	#d8c35a
RskA_C	223,116,86	#df7456
RskA_N	93,166,192	#5da6c0
Rsm1	226,211,104	#e2d368
Rsm22	166,94,108	#a65e6c
RsmF-B_ferredox	136,133,83	#888553
RsmF_methylt_CI	52,133,100	#348564
RsmI_C	212,218,110	#d4da6e
RsmJ	131,82,91	#83525b
RtcB	208,126,104	#d07e68
RtcR	220,107,76	#dc6b4c
RteC	158,99,83	#9e6353
Rtf2	70,132,72	#468448
Rtt102p	138,63,42	#8a3f2a
Rtt106	187,66,119	#bb4277
Rtt106_N	204,122,100	#cc7a64
Rttp106-like_middle	72,67,136	#484388
RtxA	165,75,50	#a54b32
RtxA_C	217,157,77	#d99d4d
RuBisCO_activase_AAA_helical	70,129,145	#468191
RuBisCO_large	143,117,85	#8f7555
RuBisCO_large_N	220,139,116	#dc8b74
RuBisCO_small	197,96,68	#c56044
RuBisCo_chap_C	94,91,161	#5e5ba1
Rua1_C	219,99,66	#db6342
Rubella_Capsid	163,101,84	#a36554
Rubella_E1	99,140,38	#638c26
Rubella_E2	166,100,81	#a66451
Rubi_NSP_C	151,77,57	#974d39
Rubis-subs-bind	146,92,77	#925c4d
Rubredoxin	206,107,80	#ce6b50
Rubredoxin_2	190,84,201	#be54c9
Rubredoxin_C	162,62,76	#a23e4c
Rubrerythrin	122,166,55	#7aa637
Runt	82,161,115	#52a173
RunxI	164,77,53	#a44d35
RusA	221,138,115	#dd8a73
RuvA_C	107,65,138	#6b418a
RuvA_N	118,31,143	#761f8f
RuvB_C	134,141,40	#868d28
RuvB_N	51,183,220	#33b7dc
RuvC	105,212,149	#69d495
RuvC_1	44,162,93	#2ca25d
RuvC_III	61,207,121	#3dcf79
RuvX	113,140,68	#718c44
Rv0078B	155,72,50	#9b4832
Rv0428c_C	64,143,73	#408f49
Rv1893	138,62,41	#8a3e29
Rv2175c_C	200,131,112	#c88370
Rv2175c_wHTH	194,203,54	#c2cb36
Rv2179c-like	62,207,122	#3ecf7a
Rv2466c-like	175,64,43	#af402b
Rv2525c_GlyHyd-like	167,133,93	#a7855d
Rv2632c-like	215,134,112	#d78670
Rv2949c-like	91,114,63	#5b723f
Rv2993c-like_N	160,77,54	#a04d36
Rv3627c_N	225,143,121	#e18f79
Rv3651-like_C	134,153,90	#86995a
Rv3651-like_N	44,44,165	#2c2ca5
Rv3651-like_middle	178,219,84	#b2db54
RxLR_effector	206,98,68	#ce6244
Rx_N	212,100,69	#d46445
Rxt3	110,67,215	#6e43d7
RyR	148,70,48	#944630
Rz1	211,134,113	#d38671
S-AdoMet_lyase	153,99,84	#996354
S-AdoMet_synt_C	208,131,109	#d0836d
S-AdoMet_synt_M	141,85,69	#8d5545
S-AdoMet_synt_N	144,73,53	#904935
S-antigen	207,100,70	#cf6446
S-l_SbsC_C	79,42,115	#4f2a73
S-layer	204,129,108	#cc816c
S-methyl_trans	144,117,85	#907555
S1	164,50,198	#a432c6
S1-P1_nuclease	125,70,79	#7d464f
S1-like	157,80,180	#9d50b4
S100PBPR	201,132,113	#c98471
S10_plectin	214,221,102	#d6dd66
S19	200,124,96	#c87c60
S1CSD-TOTE-1	154,43,187	#9a2bbb
S1CSD-TOTE-2	126,70,143	#7e468f
S1FA	139,63,42	#8b3f2a
S1_2	120,38,145	#782691
S1_RRP5	118,40,141	#76288d
S36_mt	215,139,97	#d78b61
S4	92,190,183	#5cbeb7
S4_2	90,180,174	#5ab4ae
S6OS1	164,81,58	#a4513a
S6PP	134,101,78	#86654e
S6PP_C	69,127,125	#457f7d
S8_pro-domain	160,52,172	#a034ac
SAA	213,110,81	#d56e51
SAB	142,71,51	#8e4733
SAC3	202,93,62	#ca5d3e
SAC3_GANP	207,214,98	#cfd662
SAC9_C	99,138,167	#638aa7
SAC9_C8D	153,100,85	#996455
SAC9_GBDL_1st	97,134,161	#6186a1
SAC9_GBDL_2nd	105,139,165	#698ba5
SACK1	99,66,136	#634288
SAD_SRA	174,143,77	#ae8f4d
SAE2	164,98,79	#a4624f
SAF	66,114,91	#42725b
SAG	140,72,53	#8c4835
SAGA-Tad1	206,100,71	#ce6447
SAICAR_synt	166,101,83	#a66553
SAM35	142,94,81	#8e5e51
SAMD1_WH	189,195,96	#bdc360
SAMP	225,134,108	#e1866c
SAMP2	171,101,203	#ab65cb
SAM_1	137,87,144	#895790
SAM_2	175,79,188	#af4fbc
SAM_3	171,76,184	#ab4cb8
SAM_4	191,127,200	#bf7fc8
SAM_5	132,60,142	#843c8e
SAM_6	137,83,145	#895391
SAM_DrpA	184,87,197	#b857c5
SAM_Exu	182,114,192	#b672c0
SAM_HAT_C	196,129,110	#c4816e
SAM_HAT_N	225,140,117	#e18c75
SAM_KIDINS220	179,119,187	#b377bb
SAM_KSR1	135,90,141	#875a8d
SAM_KSR1_N	216,133,110	#d8856e
SAM_LFY	140,62,150	#8c3e96
SAM_MT	127,55,68	#7f3744
SAM_PNT	125,76,131	#7d4c83
SAM_Ste50p	190,89,204	#be59cc
SAM_adeno_trans	103,77,209	#674dd1
SAM_decarbox	213,106,77	#d56a4d
SANBR_BTB	217,168,72	#d9a848
SAND	198,173,116	#c6ad74
SAND_ULT1	201,175,116	#c9af74
SANTA	200,97,69	#c86145
SANT_DAMP1_like	193,202,57	#c1ca39
SAP	169,174,110	#a9ae6e
SAP130_C	206,131,110	#ce836e
SAP18	187,104,225	#bb68e1
SAP25	140,69,49	#8c4531
SAP30_Sin3_bdg	137,87,74	#89574a
SAPI	200,119,97	#c87761
SAPIS-gp6	218,113,84	#da7154
SAPS	159,98,82	#9f6252
SAP_RNF34_RFFL	116,120,71	#747847
SAP_new25	125,130,59	#7d823b
SARA	225,113,83	#e17153
SARAF	164,74,49	#a44a31
SARA_C	151,99,85	#976355
SARG	139,72,53	#8b4835
SARS_3b	161,98,81	#a16251
SARS_X4	91,185,192	#5bb9c0
SARS_lipid_bind	75,159,188	#4b9fbc
SART-1	145,90,74	#915a4a
SAS-6_C_CC_2	199,99,71	#c76347
SAS-6_N	86,143,77	#568f4d
SAS4	163,108,93	#a36c5d
SASA	142,157,52	#8e9d34
SASP	211,103,73	#d36749
SASP_gamma	74,58,127	#4a3a7f
SASRP1	164,78,54	#a44e36
SAT	77,115,183	#4d73b7
SATase_N	163,105,89	#a36959
SAUGI	140,90,76	#8c5a4c
SAV0927-like	162,102,86	#a26656
SAVED	214,104,73	#d66849
SAWADEE	121,246,121	#79f679
SAXO1-2	153,95,79	#995f4f
SAXO5-like	143,67,47	#8f432f
SAYSvFN	159,78,55	#9f4e37
SBBP	204,117,145	#cc7591
SBB_T7	124,60,143	#7c3c8f
SBD	140,85,69	#8c5545
SBDS	153,100,85	#996455
SBDS_C	207,60,157	#cf3c9d
SBDS_domain_II	152,53,119	#983577
SBD_N	209,128,105	#d18069
SBE2	65,198,151	#41c697
SBE2_C	136,110,38	#886e26
SBE2_M	200,130,111	#c8826f
SBE2_N	207,102,73	#cf6649
SBF	84,139,118	#548b76
SBF2	159,80,58	#9f503a
SBF_like	87,149,125	#57957d
SBP	215,109,80	#d76d50
SBP56	213,106,141	#d56a8d
SBP_bac_1	66,162,49	#42a231
SBP_bac_10	225,146,125	#e1927d
SBP_bac_11	73,159,57	#499f39
SBP_bac_3	100,160,89	#64a059
SBP_bac_5	80,183,60	#50b73c
SBP_bac_6	57,129,43	#39812b
SBP_bac_8	104,164,93	#68a45d
SBSN_GxHH_rpt	214,131,108	#d6836c
SCA7	141,86,71	#8d5647
SCAB-ABD	148,75,55	#944b37
SCAB-Ig	119,69,168	#7745a8
SCAB-PH	61,57,125	#3d397d
SCAB_CC	209,136,116	#d18874
SCAF11-like_C	150,97,82	#966152
SCAI	150,76,55	#964c37
SCAMP	204,130,109	#cc826d
SCAN	151,99,183	#9763b7
SCAPER_N	161,80,58	#a1503a
SCAP_N	144,89,74	#90594a
SCC3_C	104,141,86	#688d56
SCD	85,145,56	#559138
SCF	107,237,232	#6bede8
SCFA_trans	53,30,149	#351e95
SCGB3A	97,178,132	#61b284
SCHIP-1	223,144,122	#df907a
SCIFF	226,111,79	#e26f4f
SCIMP	65,35,178	#4123b2
SCNM1_acidic	141,64,42	#8d402a
SCO1-SenC	127,69,58	#7f453a
SCO4226-like	145,123,205	#917bcd
SCP-1	218,105,74	#da694a
SCP1201-deam	208,61,98	#d03d62
SCP2	123,31,124	#7b1f7c
SCP2_2	186,96,187	#ba60bb
SCPU	86,195,108	#56c36c
SCP_3	134,42,135	#862a87
SCRE	165,104,87	#a56857
SCRG1	198,103,77	#c6674d
SCRL	172,119,78	#ac774e
SCVP	218,100,67	#da6443
SDA1	152,191,89	#98bf59
SDA1_C	159,71,47	#9f472f
SDA1_HEAT	139,225,98	#8be162
SDA1_dom	151,95,79	#975f4f
SDE2	211,108,79	#d36c4f
SDE2_2C	207,100,70	#cf6446
SDF	146,69,48	#924530
SDG2_C	138,85,71	#8a5547
SDH5_plant	136,66,46	#88422e
SDH_C	136,65,45	#88412d
SDH_alpha	78,121,64	#4e7940
SDH_beta	181,70,220	#b546dc
SDH_sah	193,209,101	#c1d165
SDP_N	160,75,51	#a04b33
SDR	178,82,100	#b25264
SDR-like	123,59,71	#7b3b47
SE	168,73,90	#a8495a
SEA	204,136,117	#cc8875
SEC-C	185,53,163	#b935a3
SEEEED	208,106,78	#d06a4e
SEEK1	210,94,62	#d25e3e
SEF14_adhesin	145,91,76	#915b4c
SEFIR	51,148,121	#339479
SEHBP	220,107,76	#dc6b4c
SEN1_N	152,68,45	#98442d
SEN1_barrel	196,89,60	#c4593c
SEN2-like_N	136,164,75	#88a44b
SENP3_5_N	206,101,72	#ce6548
SEO_C	138,63,42	#8a3f2a
SEO_N	207,93,62	#cf5d3e
SEP	156,76,53	#9c4c35
SERF-like_N	212,106,76	#d46a4c
SERRATE_Ars2_N	225,101,66	#e16542
SERTA	136,65,45	#88412d
SET	78,188,135	#4ebc87
SET1_RBD	101,88,179	#6558b3
SET7_N	71,153,108	#47996c
SET_assoc	78,67,137	#4e4389
SF-assemblin	201,131,111	#c9836f
SF1-HH	145,92,77	#915c4d
SF3A2	165,75,51	#a54b33
SF3A3	155,80,59	#9b503b
SF3a60_Prp9_C	215,103,55	#d76737
SF3a60_bindingd	167,107,91	#a76b5b
SF3b1	51,195,169	#33c3a9
SF3b10	148,97,83	#946153
SFM1-like	39,152,166	#2798a6
SFTA2	202,101,73	#ca6549
SFXNs	225,104,70	#e16846
SGBP_BT4661-like	157,81,60	#9d513c
SGBP_B_XBD	70,96,116	#466074
SGF29_Tudor	37,170,37	#25aa25
SGIII	136,61,40	#883d28
SGL	217,119,151	#d97797
SGNH	149,161,82	#95a152
SGP	200,101,74	#c8654a
SGS	156,80,60	#9c503c
SGSH_C	164,105,237	#a469ed
SGT1	198,121,99	#c67963
SGTA_dimer	166,103,86	#a66756
SH	158,81,60	#9e513c
SH2	151,85,74	#97554a
SH2_1	171,67,50	#ab4332
SH2_2	243,139,122	#f38b7a
SH3-A_UBE2O	77,168,77	#4da84d
SH3-B_UBE2O	54,219,54	#36db36
SH3-C_UBE2O	47,184,47	#2fb82f
SH3-RhoG_link	209,137,117	#d18975
SH3-WW_linker	154,101,86	#9a6556
SH3BGR	131,69,57	#834539
SH3BP4_C	160,106,91	#a06a5b
SH3BP5	223,105,72	#df6948
SH3DP	145,95,82	#915f52
SH3_1	77,154,77	#4d9a4d
SH3_10	40,151,40	#289728
SH3_11	68,154,68	#449a44
SH3_12	76,162,76	#4ca24c
SH3_13	39,166,39	#27a627
SH3_14	115,223,115	#73df73
SH3_15	36,171,36	#24ab24
SH3_16	50,222,50	#32de32
SH3_17	74,154,74	#4a9a4a
SH3_18	75,157,75	#4b9d4b
SH3_19	52,180,52	#34b434
SH3_2	53,181,53	#35b535
SH3_3	54,238,54	#36ee36
SH3_4	78,183,78	#4eb74e
SH3_5	58,231,58	#3ae73a
SH3_6	102,238,102	#66ee66
SH3_7	105,227,105	#69e369
SH3_9	45,171,45	#2dab2d
SH3_CYT4	76,160,76	#4ca04c
SH3_Hsr9	45,160,45	#2da02d
SH3_KALRN	78,175,78	#4eaf4e
SH3_Myosin-XVIIIa	99,225,99	#63e163
SH3_Rv0428c	34,156,34	#229c22
SH3_Tf2-1	40,152,40	#289828
SH3_YKFC_2nd	48,161,48	#30a130
SH3b_T	65,232,65	#41e841
SHCBP_N	162,81,59	#a2513b
SHD1	47,172,47	#2fac2f
SHE3	199,126,105	#c77e69
SHIPPO-rpt	164,98,80	#a46250
SHIRT	121,73,143	#79498f
SHLD1_C	139,64,43	#8b402b
SHLD2_C	158,55,188	#9e37bc
SHLD2_OB1	126,63,144	#7e3f90
SHLD2_OB2	121,69,136	#794588
SHMOOSE	215,104,74	#d7684a
SHMT	164,80,184	#a450b8
SHNi-TPR	83,140,56	#538c38
SHOCT	102,86,182	#6656b6
SHOCT-like_DUF2089-C	46,26,144	#2e1a90
SHOCT_2	40,22,131	#281683
SHP	202,123,101	#ca7b65
SHPRH_helical-1st	91,150,63	#5b963f
SHPRH_helical-2nd	204,101,73	#cc6549
